,Blank,Blank1,Ground,Inns,Opposition,Overs,RPO,Result,Score,Start Date,Team
4826,,v Pakistan,4 Dec 1985,1,Rawalpindi,40.0,4.97,lost,199/8,,West Indies
4827,,v West Indies,30 Dec 1986,1,Perth,50.0,3.98,won,199/8,,Pakistan
4828,,v New Zealand,18 Oct 1987,1,Indore,30.0,6.63,won,199/4,,Australia
4829,,v Sri Lanka,12 Jan 1988,1,Hobart,50.0,3.98,lost,199/7,,New Zealand
4830,,v England,1 Dec 1990,1,Adelaide,40.0,4.97,won,199/6,,New Zealand
4831,,v Australia,13 Jan 1991,1,Sydney,50.0,3.98,lost,199/7,,New Zealand
4832,,v England,20 May 1992,2,Lord's,54.2,3.66,lost,199,,Pakistan
4833,,v West Indies,4 Dec 1992,2,Perth,49.2,4.03,won,199/5,,Pakistan
4834,,v Pakistan,30 Oct 1993,2,Sharjah,50.0,3.98,lost,199/7,,Sri Lanka
4835,,v Australia,16 Dec 1993,2,Melbourne,50.0,3.98,lost,199/9,,New Zealand
4836,,v Sri Lanka,1 Apr 1995,2,Auckland,46.3,4.27,lost,199,,New Zealand
4837,,v West Indies,24 May 1995,1,Nottingham,55.0,3.61,lost,199/9,,England
4838,,v England,13 Jan 1996,2,Johannesburg,48.1,4.13,won,199/7,,South Africa
4839,,v India,18 Feb 1996,1,Cuttack,50.0,3.98,lost,199/6,,Kenya
4840,,v Sri Lanka,3 Apr 1996,1,Singapore,45.4,4.35,won,199,,India
4841,,v Pakistan,1 Jan 1997,1,Sydney,47.1,4.21,lost,199,,Australia
4842,,v South Africa,2 Apr 1997,2,Cape Town,44.5,4.43,lost,199,,Australia
4843,,v West Indies,3 May 1997,1,Bridgetown,50.0,3.98,lost,199/7,,India
4844,,v Sri Lanka,19 May 1999,1,Northampton,50.0,3.98,won,199/9,,South Africa
4845,,,,,,,,,,,
4846,,v Zimbabwe,25 Sep 1999,1,Nairobi (Gym),50.0,3.98,lost,199/8,,Kenya
4847,,v Zimbabwe,16 Feb 2000,2,Bulawayo,46.3,4.27,won,199/5,,England
4848,,v India,12 Mar 2000,1,Jamshedpur,47.2,4.20,lost,199,,South Africa
4849,,v Pakistan,24 Mar 2000,2,Sharjah,44.3,4.47,won,199/7,,South Africa
4850,,v Pakistan,5 Apr 2000,1,St John's,50.0,3.98,lost,199/9,,Zimbabwe
4851,,v Pakistan,23 Aug 2000,2,Singapore,48.4,4.08,lost,199,,South Africa
4852,,v South Africa,9 May 2001,1,Bridgetown,49.2,4.03,lost,199,,West Indies
4853,,v Australia,11 Jan 2002,1,Melbourne,50.0,3.98,won,199/8,,New Zealand
4854,,v Australia,13 Jan 2002,2,Melbourne,48.3,4.10,won,199/6,,South Africa
4855,,v India,11 Jan 2003,1,Auckland,50.0,3.98,lost,199/9,,New Zealand
4856,,v Bangladesh,26 Feb 2003,2,Kimberley,33.3,5.94,won,199/3,,New Zealand
4857,,v Sri Lanka,10 May 2003,1,Dambulla,50.0,3.98,won,199/8,,Pakistan
4858,,v South Africa,8 Jul 2003,2,Birmingham,39.0,5.10,won,199/6,,England
4859,,v Zimbabwe,29 May 2004,2,Harare,30.4,6.48,won,199/2,,Australia
4860,,v New Zealand,16 Sep 2004,2,The Oval,37.2,5.33,won,199/3,,Australia
4861,,v Kenya,14 Mar 2007,1,Gros Islet,50.0,3.98,lost,199,,Canada
4862,,v Ireland,15 Jul 2007,2,Belfast,49.3,4.02,lost,199,,Scotland
4863,,v Canada,1 Jul 2008,2,King City (NW),50.0,3.98,lost,199/7,,Bermuda
4864,,v Ireland,18 Oct 2008,2,Nairobi (Gym),44.0,4.52,lost,199,,Kenya
4865,,v Zimbabwe,4 Feb 2009,1,Nairobi (Gym),48.5,4.07,lost,199,,Kenya
4866,,v Australia,19 Feb 2010,2,Melbourne,36.5,5.40,lost,199,,West Indies
4867,,v Sri Lanka,9 Jun 2010,1,Harare,49.0,4.06,lost,199,,Zimbabwe
4868,,v Netherlands,20 Jul 2010,1,Glasgow,30.0,6.63,lost,199/7,,Bangladesh
4869,,v West Indies,3 Feb 2011,2,Colombo (SSC),42.3,4.68,won,199/2,,Sri Lanka
4870,,v Kenya,7 Mar 2011,2,Delhi,45.3,4.37,won,199/5,,Canada
4871,,v Bangladesh,19 Aug 2011,1,Bulawayo,48.2,4.11,lost,199,,Zimbabwe
4872,,v Sri Lanka,16 Jun 2012,2,Colombo (RPS),45.0,4.42,lost,199,,Pakistan
4873,,v Pakistan,28 Aug 2012,2,Sharjah,48.2,4.11,won,199/6,,Australia
4874,,v Bangladesh,30 Nov 2012,1,Khulna,46.5,4.24,lost,199,,West Indies
4875,,v Afghanistan,6 Mar 2013,1,Sharjah,50.0,3.98,lost,199/8,,Scotland
4876,,v Sri Lanka,4 Sep 2016,2,Pallekele,43.0,4.62,won,199/5,,Australia
4877,,v Ireland,27 Sep 2016,2,Benoni,30.1,6.59,won,199/1,,Australia
4878,,v Pakistan,16 Oct 1976,1,Sialkot,35.0x8,4.24,won,198/8,,New Zealand
4879,,v England,28 May 1980,1,Leeds,55.0,3.60,won,198,,West Indies
4880,,v India,21 Jan 1983,2,Karachi,35.0,5.65,won,198/2,,Pakistan
4881,,v Sri Lanka,10 Jan 1985,2,Hobart,40.4,4.86,won,198/2,,West Indies
4882,,v India,30 Nov 1986,1,Sharjah,45.0,4.40,won,198/8,,West Indies
4883,,v India,1 Apr 1988,2,Sharjah,45.3,4.35,lost,198,,New Zealand
4884,,v West Indies,7 Mar 1989,2,Bridgetown,48.0,4.12,lost,198/8,,India
4885,,v Australia,26 Dec 1989,2,Melbourne,47.2,4.18,lost,198,,Sri Lanka
4886,,v Sri Lanka,15 Feb 1990,2,Hobart,48.3,4.08,won,198/4,,Pakistan
4887,,v South Africa,2 Mar 1992,2,Wellington,49.5,3.97,won,198/7,,Sri Lanka
4888,,v West Indies,15 Dec 1992,1,Melbourne,50.0,3.96,won,198/8,,Australia
4889,,v India,21 Jan 1993,1,Chandigarh,50.0,3.96,lost,198/6,,England
4890,,v Pakistan,9 Feb 1993,2,Durban,50.0,3.96,lost,198,,South Africa
4891,,v Pakistan,21 Feb 1993,2,Centurion,50.0,3.96,lost,198/9,,South Africa
4892,,v South Africa,4 Sep 1993,1,Colombo (RPS),50.0,3.96,won,198/9,,Sri Lanka
4893,,v Australia,11 Jan 1994,1,Sydney,50.0,3.96,won,198/9,,New Zealand
4894,,v South Africa,13 Jan 1996,1,Johannesburg,50.0,3.96,lost,198/8,,England
4895,,v New Zealand,10 Nov 1996,2,Sharjah,46.3,4.25,won,198/6,,Pakistan
4896,,,,,,,,,,,
4897,,v Pakistan,3 Jan 1997,2,Brisbane,48.1,4.11,won,198/4,,West Indies
4898,,v West Indies,13 Dec 1997,2,Sharjah,45.5,4.32,won,198/6,,England
4899,,v Kenya,23 May 1998,2,Chennai,46.2,4.27,lost,198,,Bangladesh
4900,,v Zimbabwe,22 May 1999,2,Worcester,46.0,4.30,won,198/6,,Sri Lanka
4901,,v South Africa,20 Aug 2000,2,Melbourne (Docklands),48.0,4.12,lost,198/9,,Australia
4902,,v South Africa,13 Jan 2002,1,Melbourne,48.5,4.05,lost,198,,Australia
4903,,v England,13 Feb 2002,2,Christchurch,38.3,5.14,won,198/6,,New Zealand
4904,,v Canada,15 Feb 2003,2,Cape Town,48.3,4.08,won,198/6,,Kenya
4905,,v New Zealand,26 Feb 2003,1,Kimberley,50.0,3.96,lost,198/7,,Bangladesh
4906,,v New Zealand,23 May 2003,1,Dambulla,50.0,3.96,lost,198,,Pakistan
4907,,v England,8 Jul 2003,1,Birmingham,50.0,3.96,lost,198/9,,South Africa
4908,,v Australia,18 Nov 2003,2,Kolkata,41.5,4.73,lost,198,,India
4909,,v Sri Lanka,29 Feb 2004,1,Colombo (SSC),50.0,3.96,lost,198/7,,Australia
4910,,v Australia,16 Sep 2004,1,The Oval,50.0,3.96,lost,198/9,,New Zealand
4911,,v Bangladesh,31 Jan 2005,1,Dhaka,49.0,4.04,lost,198,,Zimbabwe
4912,,v South Africa,27 Feb 2005,2,Durban,50.0,3.96,lost,198/7,,Zimbabwe
4913,,v Asia XI,17 Aug 2005,1,Centurion,44.3,4.44,won,198,,Africa XI
4914,,v India,25 Oct 2005,2,Nagpur,35.4,5.55,lost,198,,Sri Lanka
4915,,v India,20 May 2006,1,Kingston,50.0,3.96,won,198/9,,West Indies
4916,,v Bermuda,4 Feb 2007,2,Nairobi (Ruaraka),43.1,4.58,won,198/2,,Netherlands
4917,,v Bangladesh,6 Sep 2008,1,Darwin,50.0,3.96,won,198/5,,Australia
4918,,v England,20 Nov 2008,2,Kanpur,40.0,4.95,won,198/5,,India
4919,,v Pakistan,27 Apr 2009,1,Abu Dhabi,50.0,3.96,won,198/7,,Australia
4920,,v Zimbabwe,31 Oct 2009,2,Dhaka,40.4,4.86,won,198/6,,Bangladesh
4921,,v Ireland,3 Jul 2010,2,Rotterdam,47.1,4.19,lost,198,,Afghanistan
4922,,v Australia,30 Jan 2011,2,Brisbane,45.3,4.35,lost,198,,England
4923,,v Canada,7 Mar 2011,1,Delhi,50.0,3.96,lost,198,,Kenya
4924,,v Kenya,12 Sep 2011,2,The Hague,42.0,4.71,won,198/8,,Netherlands
4925,,v Afghanistan,10 Feb 2012,2,Sharjah,37.1,5.32,won,198/3,,Pakistan
4926,,v Australia,28 Aug 2012,1,Sharjah,45.1,4.38,lost,198,,Pakistan
4927,,v Australia,11 Jan 2013,2,Melbourne,40.0,4.95,lost,198,,Sri Lanka
4928,,v England,9 Jun 2015,2,Birmingham,31.1,6.35,lost,198,,New Zealand
4929,,v Australia,27 Sep 2016,1,Benoni,43.5,4.51,lost,198,,Ireland
4930,,v New Zealand,16 Oct 1976,2,Sialkot,35.0x8,4.22,lost,197/9,,Pakistan
4931,,v Pakistan,13 Jun 1979,2,Nottingham,57.1,3.44,lost,197,,Australia
4932,,v Pakistan,21 Jan 1983,1,Karachi,40.0,4.92,lost,197/6,,India
4933,,v Australia,5 Feb 1984,2,Perth,43.3,4.52,lost,197,,West Indies
4934,,v England,4 Jun 1984,2,Lord's,46.5,4.20,won,197/2,,West Indies
4935,,v West Indies,10 Jan 1985,1,Hobart,50.0,3.94,lost,197/7,,Sri Lanka
4936,,v Sri Lanka,30 Mar 1986,1,Colombo (PSS),45.0,4.37,won,197,,Pakistan
4937,,v New Zealand,10 Dec 1988,2,Visakhapatnam,46.2,4.25,won,197/6,,India
4938,,v West Indies,10 Mar 1992,1,Wellington,49.4,3.96,lost,197,,India
4939,,v Pakistan,4 Dec 1992,1,Perth,50.0,3.94,lost,197/9,,West Indies
4940,,v Australia,10 Jan 1993,1,Brisbane,50.0,3.94,won,197/9,,West Indies
4941,,v New Zealand,21 Mar 1993,2,Christchurch,44.3,4.42,won,197/9,,Australia
4942,,v Sri Lanka,1 Dec 1993,1,Colombo (PSS),39.0,5.05,n/r,197/3,,West Indies
4943,,v Pakistan,10 Nov 1996,1,Sharjah,50.0,3.94,lost,197,,New Zealand
4944,,v West Indies,3 Jan 1997,1,Brisbane,49.5,3.95,lost,197,,Pakistan
4945,,v Kenya,10 Oct 1997,2,Nairobi (Gym),43.4,4.51,lost,197,,Bangladesh
4946,,v England,13 Dec 1997,1,Sharjah,50.0,3.94,lost,197/7,,West Indies
4947,,,,,,,,,,,
4948,,v Kenya,31 May 1998,2,Kolkata,35.0,5.62,won,197/1,,India
4949,,v Sri Lanka,7 Nov 1998,2,Sharjah,46.1,4.26,won,197/3,,Zimbabwe
4950,,v Zimbabwe,8 Nov 1998,2,Sharjah,40.4,4.84,won,197/3,,India
4951,,v Zimbabwe,13 Nov 1998,2,Sharjah,30.0,6.56,won,197/0,,India
4952,,v India,1 Apr 1999,2,Mohali,42.0,4.69,won,197/3,,Pakistan
4953,,v Australia,25 Apr 1999,2,Bridgetown,37.0,5.32,won,197/2,,West Indies
4954,,v Sri Lanka,22 May 1999,1,Worcester,50.0,3.94,lost,197/9,,Zimbabwe
4955,,v West Indies,19 Apr 2000,1,Bridgetown,50.0,3.94,won,197/8,,Pakistan
4956,,v Pakistan,27 Aug 2000,1,Singapore,35.0,5.62,won,197/7,,South Africa
4957,,v New Zealand,22 Oct 2000,2,Benoni,46.4,4.22,won,197/4,,South Africa
4958,,v India,13 Mar 2002,2,Kochi,44.2,4.44,won,197/4,,Zimbabwe
4959,,v Sri Lanka,14 Apr 2002,2,Sharjah,50.0,3.94,lost,197/9,,New Zealand
4960,,v Kenya,15 Feb 2003,1,Cape Town,49.0,4.02,lost,197,,Canada
4961,,v Canada,3 Mar 2003,2,Benoni,23.0,8.56,won,197/5,,New Zealand
4962,,v Zimbabwe,30 Nov 2003,2,Harare,25.4,7.67,won,197/2,,West Indies
4963,,v Zimbabwe,28 Nov 2004,2,Harare,47.4,4.13,won,197/5,,England
4964,,v Sri Lanka,9 Nov 2005,2,Rajkot,34.5,5.65,won,197/3,,India
4965,,v Pakistan,19 Dec 2005,2,Rawalpindi,48.1,4.08,lost,197,,England
4966,,v Pakistan,18 Apr 2006,1,Abu Dhabi,50.0,3.94,lost,197,,India
4967,,v West Indies,20 May 2006,2,Kingston,49.4,3.96,lost,197,,India
4968,,v Bangladesh,6 Aug 2006,1,Harare,49.3,3.97,lost,197,,Zimbabwe
4969,,v Zimbabwe,9 Dec 2006,2,Dhaka,49.0,4.02,won,197/7,,Bangladesh
4970,,v Pakistan,23 Oct 2007,1,Faisalabad,49.2,3.99,lost,197,,South Africa
4971,,v Zimbabwe,27 Jan 2009,2,Mombasa,46.2,4.25,lost,197,,Kenya
4972,,v Australia,1 May 2009,1,Abu Dhabi,48.4,4.04,lost,197,,Pakistan
4973,,v India,3 Jun 2010,2,Harare,38.2,5.13,won,197/3,,Zimbabwe
4974,,v West Indies,8 Oct 2014,2,Kochi,41.0,4.80,lost,197,,India
4975,,v West Indies,27 Nov 1979,2,Sydney,47.1,4.15,won,196/5,,Australia
4976,,v England,28 Nov 1979,2,Sydney,47.0,4.17,lost,196,,West Indies
4977,,v West Indies,4 Jun 1984,1,Lord's,55.0,3.56,lost,196/9,,England
4978,,v West Indies,15 Nov 1985,1,Sharjah,45.0,4.35,lost,196/4,,Pakistan
4979,,v Pakistan,4 Nov 1986,1,Gujranwala,50.0,3.92,won,196/7,,West Indies
4980,,v Pakistan,27 Jan 1987,1,Indore,45.0,4.35,lost,196/7,,India
4981,,v Australia,18 Oct 1987,2,Indore,30.0,6.53,lost,196/9,,New Zealand
4982,,v Australia,30 Oct 1987,2,Cuttack,50.0,3.92,lost,196/6,,Zimbabwe
4983,,v India,7 Jan 1988,1,Ahmedabad,48.3,4.04,won,196,,West Indies
4984,,v India,10 Dec 1988,1,Visakhapatnam,50.0,3.92,lost,196/9,,New Zealand
4985,,v Sri Lanka,15 Oct 1989,2,Delhi,48.4,4.02,won,196/5,,England
4986,,v India,23 Oct 1989,1,Delhi,45.0,4.35,won,196/9,,West Indies
4987,,v New Zealand,2 Nov 1990,1,Lahore,40.0,4.90,won,196/8,,Pakistan
4988,,v England,13 Feb 1991,1,Wellington,49.0,4.00,won,196/8,,New Zealand
4989,,v Pakistan,13 Dec 1992,2,Adelaide,45.0,4.35,won,196/2,,Australia
4990,,v Australia,21 Mar 1993,1,Christchurch,45.0,4.35,lost,196/8,,New Zealand
4991,,v Pakistan,26 Mar 1993,2,Port of Spain,41.0,4.78,won,196/5,,West Indies
4992,,v Sri Lanka,12 Aug 1993,2,Colombo (RPS),49.2,3.97,lost,196,,India
4993,,v Zimbabwe,25 Dec 1993,2,Rawalpindi,39.4,4.94,won,196/4,,Pakistan
4994,,v Australia,6 Dec 1994,2,Sydney,48.3,4.04,lost,196,,England
4995,,v Zimbabwe,1 Nov 1996,2,Lahore,28.4,6.83,won,196/1,,Pakistan
4996,,v New Zealand,13 Nov 1996,2,Sharjah,48.3,4.04,won,196/6,,Pakistan
4997,,v Australia,5 Apr 1997,2,Durban,48.1,4.06,lost,196,,South Africa
4998,,,,,,,,,,,
4999,,v Kenya,28 May 1998,2,Gwalior,47.1,4.15,lost,196,,India
5000,,v India,31 May 1998,1,Kolkata,46.3,4.21,lost,196,,Kenya
5001,,v Zimbabwe,7 Nov 1998,1,Sharjah,49.4,3.94,lost,196,,Sri Lanka
5002,,v India,8 Nov 1998,1,Sharjah,49.5,3.93,lost,196,,Zimbabwe
5003,,v India,13 Nov 1998,1,Sharjah,50.0,3.92,lost,196/9,,Zimbabwe
5004,,v Pakistan,1 Apr 1999,1,Mohali,49.5,3.93,lost,196,,India
5005,,v India,5 Sep 1999,1,Singapore,30.0,6.53,won,196/7,,West Indies
5006,,v South Africa,30 Sep 1999,2,Nairobi (Gym),48.1,4.06,lost,196,,Kenya
5007,,v Sri Lanka,15 Oct 1999,1,Sharjah,49.4,3.94,tied,196,,Pakistan
5008,,v Pakistan,15 Oct 1999,2,Sharjah,49.1,3.98,tied,196,,Sri Lanka
5009,,v India,10 Jan 2000,2,Brisbane,49.0,4.00,won,196/8,,Pakistan
5010,,v South Africa,24 Mar 2000,1,Sharjah,50.0,3.92,lost,196/8,,Pakistan
5011,,v Zimbabwe,6 Oct 2001,2,Harare,37.3,5.22,won,196/2,,England
5012,,v New Zealand,13 Feb 2002,1,Christchurch,40.2,4.85,lost,196,,England
5013,,v Pakistan,18 Aug 2002,1,Tangier,50.0,3.92,won,196/8,,South Africa
5014,,v New Zealand,3 Mar 2003,1,Benoni,47.0,4.17,lost,196,,Canada
5015,,v West Indies,30 Nov 2003,1,Harare,47.5,4.09,lost,196,,Zimbabwe
5016,,v Australia,16 Jan 2004,2,Hobart,50.0,3.92,lost,196/6,,Zimbabwe
5017,,v Australia,29 May 2004,1,Harare,48.5,4.01,lost,196,,Zimbabwe
5018,,v Australia,26 Jan 2005,2,Adelaide,44.5,4.37,lost,196,,West Indies
5019,,v England,2 Jul 2005,1,Lord's,48.5,4.01,tied,196,,Australia
5020,,v Australia,2 Jul 2005,2,Lord's,50.0,3.92,tied,196/9,,England
5021,,v Africa XI,17 Aug 2005,2,Centurion,48.1,4.06,lost,196,,Asia XI
5022,,v India,9 Nov 2005,1,Rajkot,42.5,4.57,lost,196,,Sri Lanka
5023,,v Bangladesh,23 Apr 2006,2,Chittagong,44.0,4.45,won,196/6,,Australia
5024,,v South Africa,14 Apr 2007,2,St George's,48.2,4.05,won,196/5,,New Zealand
5025,,v West Indies,7 Jul 2007,2,Nottingham,44.2,4.42,lost,196,,England
5026,,v Bangladesh,25 Jul 2007,1,Colombo (RPS),39.5,4.92,won,196,,Sri Lanka
5027,,v Sri Lanka,30 Jul 2009,2,Dambulla,44.4,4.38,lost,196,,Pakistan
5028,,v Bangladesh,31 Oct 2009,1,Dhaka,41.1,4.76,lost,196,,Zimbabwe
5029,,v South Africa,19 Aug 2014,2,Bulawayo,49.1,3.98,lost,196,,Zimbabwe
5030,,v New Zealand,30 Mar 1974,2,Dunedin,24.3x8,6.00,won,195/3,,Australia
5031,,v Australia,14 Jun 1975,2,The Oval,46.0,4.23,won,195/3,,West Indies
5032,,v Australia,26 Dec 1979,2,Sydney,45.1,4.31,won,195/6,,England
5033,,v Australia,25 Nov 1980,2,Sydney,42.5,4.55,lost,195,,New Zealand
5034,,v West Indies,17 Jan 1984,2,Sydney,49.0,3.97,lost,195/9,,Australia
5035,,v Australia,13 Jan 1985,2,Brisbane,37.4,5.17,won,195/5,,West Indies
5036,,v Pakistan,6 Apr 1986,2,Colombo (SSC),42.2,4.60,won,195/5,,Sri Lanka
5037,,v India,24 Dec 1986,1,Kanpur,46.0,4.23,won,195/8,,Sri Lanka
5038,,v West Indies,6 Feb 1987,2,Sydney,49.1,3.96,won,195/8,,Australia
5039,,v Pakistan,27 Oct 1988,2,Dhaka,38.5,5.02,won,195/5,,Sri Lanka
5040,,v England,30 Oct 1989,2,Nagpur,28.3,6.84,won,195/4,,Pakistan
5041,,v Pakistan,15 Feb 1990,1,Hobart,47.5,4.07,lost,195,,Sri Lanka
5042,,v Australia,26 Apr 1990,2,Sharjah,50.0,3.90,lost,195/7,,New Zealand
5043,,v Sri Lanka,2 Mar 1992,1,Wellington,50.0,3.90,lost,195,,South Africa
5044,,v India,10 Mar 1992,2,Wellington,40.2,4.83,won,195/5,,West Indies
5045,,v Australia,13 Dec 1992,1,Adelaide,47.0,4.14,lost,195/6,,Pakistan
5046,,v South Africa,24 Nov 1993,1,Kolkata,50.0,3.90,won,195,,India
5047,,v Pakistan,25 Dec 1993,1,Rawalpindi,40.0,4.87,lost,195/5,,Zimbabwe
5048,,v Pakistan,15 Oct 1995,2,Sharjah,39.1,4.97,won,195/6,,West Indies
5049,,,,,,,,,,,
5050,,v Pakistan,1 Nov 1996,1,Lahore,49.1,3.96,lost,195,,Zimbabwe
5051,,v Pakistan,13 Sep 1998,2,Toronto,46.3,4.19,lost,195,,India
5052,,v Pakistan,10 Jan 2000,1,Brisbane,48.5,3.99,lost,195,,India
5053,,v England,20 Jul 2000,1,Nottingham,50.0,3.90,won,195/9,,West Indies
5054,,v Sri Lanka,8 Oct 2000,2,Nairobi (Gym),43.2,4.50,won,195/1,,Pakistan
5055,,v England,6 Oct 2001,1,Harare,49.1,3.96,lost,195,,Zimbabwe
5056,,v West Indies,3 Dec 2002,2,Dhaka,50.0,3.90,lost,195/9,,Bangladesh
5057,,v England,26 Jun 2003,2,Nottingham,48.0,4.06,won,195/6,,Zimbabwe
5058,,v Zimbabwe,14 Sep 2004,2,The Oval,43.5,4.44,won,195/6,,Sri Lanka
5059,,v England,28 Nov 2004,1,Harare,49.3,3.93,lost,195,,Zimbabwe
5060,,v Australia,23 Apr 2006,1,Chittagong,47.0,4.14,lost,195,,Bangladesh
5061,,v Australia,22 Sep 2006,2,Kuala Lumpur,43.5,4.44,lost,195,,India
5062,,v South Africa,16 Oct 2006,1,Mumbai (BS),45.4,4.27,won,195,,New Zealand
5063,,v Australia,17 Oct 2007,2,Mumbai,46.0,4.23,won,195/8,,India
5064,,v Sri Lanka,12 Feb 2008,1,Canberra,29.0,6.72,lost,195/5,,India
5065,,v New Zealand,13 Aug 2010,2,Dambulla,40.5,4.77,won,195/7,,Sri Lanka
5066,,v Ireland,19 Sep 2011,2,Dublin,48.4,4.00,lost,195,,Canada
5067,,v Pakistan,10 Feb 2012,1,Sharjah,48.3,4.02,lost,195,,Afghanistan
5068,,v West Indies,16 Jul 2013,2,Providence,47.5,4.07,lost,195,,Pakistan
5069,,v Pakistan,24 Nov 2013,2,Cape Town,48.1,4.04,lost,195,,South Africa
5070,,v New Zealand,25 Jan 2015,2,Dunedin,40.3,4.81,lost,195,,Sri Lanka
5071,,v South Africa,12 Mar 2015,2,Wellington,47.3,4.10,lost,195,,U.A.E.
5072,,v Australia,4 Sep 2016,1,Pallekele,40.2,4.83,lost,195,,Sri Lanka
5073,,v Australia,30 Mar 1974,1,Dunedin,35.0x8,4.15,lost,194/9,,New Zealand
5074,,v India,9 Jun 1979,2,Birmingham,51.3,3.76,won,194/1,,West Indies
5075,,v West Indies,23 Jun 1979,2,Lord's,51.0,3.80,lost,194,,England
5076,,v England,26 Dec 1979,1,Sydney,47.0,4.12,lost,194/6,,Australia
5077,,v New Zealand,13 Feb 1982,2,Auckland,44.5,4.32,lost,194,,Australia
5078,,v India,2 Jun 1982,2,Leeds,50.1,3.86,won,194/1,,England
5079,,v Sri Lanka,29 Apr 1983,1,Colombo (SSC),39.2,4.93,n/r,194/5,,Australia
5080,,v West Indies,8 Jan 1984,2,Melbourne,46.0,4.21,lost,194,,Australia
5081,,v West Indies,14 Mar 1984,2,Port of Spain,36.4,5.29,won,194/6,,Australia
5082,,v Sri Lanka,22 Sep 1985,1,Colombo (PSS),40.0,4.85,n/r,194/6,,India
5083,,v West Indies,28 Jan 1987,1,Sydney,50.0,3.88,won,194,,Australia
5084,,v Zimbabwe,26 Oct 1987,2,Ahmedabad,42.0,4.61,won,194/3,,India
5085,,v West Indies,7 Jan 1988,2,Ahmedabad,50.0,3.88,lost,194/9,,India
5086,,v West Indies,12 Mar 1988,2,Kingston,46.0,4.21,lost,194/7,,Pakistan
5087,,v India,27 Mar 1988,2,Sharjah,50.0,3.88,lost,194/8,,New Zealand
5088,,v Sri Lanka,27 Oct 1988,1,Dhaka,44.0,4.40,lost,194/7,,Pakistan
5089,,v Australia,25 Oct 1989,2,Margao,47.1,4.11,lost,194,,Sri Lanka
5090,,v Pakistan,30 Oct 1989,1,Nagpur,30.0,6.46,lost,194/7,,England
5091,,v New Zealand,13 Dec 1990,1,Sydney,46.4,4.15,won,194,,England
5092,,v Australia,18 Dec 1990,1,Hobart,50.0,3.88,won,194/6,,New Zealand
5093,,v Australia,4 Sep 1992,2,Colombo (RPS),42.5,4.52,won,194/5,,Sri Lanka
5094,,v Australia,15 Dec 1992,2,Melbourne,50.0,3.88,lost,194,,West Indies
5095,,v West Indies,26 Mar 1993,1,Port of Spain,45.0,4.31,lost,194/7,,Pakistan
5096,,v West Indies,15 Oct 1995,1,Sharjah,50.0,3.88,lost,194/9,,Pakistan
5097,,v Sri Lanka,3 Jan 1996,1,Hobart,48.2,4.01,won,194,,West Indies
5098,,v South Africa,23 May 1998,2,Manchester,46.4,4.15,lost,194,,England
5099,,v New Zealand,26 Mar 1999,2,Napier,40.0,4.85,won,194/8,,South Africa
5100,,,,,,,,,,,
5101,,v West Indies,4 Jan 2000,2,Taupo,35.4,5.43,won,194/3,,New Zealand
5102,,v England,16 Feb 2000,1,Bulawayo,48.0,4.04,lost,194/7,,Zimbabwe
5103,,v Australia,3 Mar 2000,2,Auckland,41.0,4.73,won,194/3,,New Zealand
5104,,v Pakistan,8 Oct 2000,1,Nairobi (Gym),45.4,4.24,lost,194,,Sri Lanka
5105,,v South Africa,22 Oct 2000,1,Benoni,50.0,3.88,lost,194/8,,New Zealand
5106,,v Sri Lanka,7 Apr 2003,2,Sharjah,48.4,3.98,won,194/6,,Zimbabwe
5107,,v India,2 Apr 2005,2,Kochi,45.2,4.27,lost,194,,Pakistan
5108,,v Bangladesh,5 Dec 2006,2,Bogra,49.0,3.95,lost,194,,Zimbabwe
5109,,v Netherlands,4 Feb 2007,1,Nairobi (Ruaraka),46.3,4.17,lost,194,,Bermuda
5110,,v Australia,3 Feb 2008,1,Brisbane,45.0,4.31,n/r,194,,India
5111,,v Bangladesh,26 Jul 2009,2,Roseau,43.4,4.44,lost,194,,West Indies
5112,,v Zimbabwe,3 Jun 2010,1,Harare,50.0,3.88,lost,194/9,,India
5113,,v Kenya,10 Jul 2010,2,Schiedam,49.2,3.93,won,194/7,,Canada
5114,,v Zimbabwe,3 Dec 2010,2,Dhaka,39.4,4.89,won,194/4,,Bangladesh
5115,,v India,2 Nov 2014,2,Cuttack,39.2,4.93,lost,194,,Sri Lanka
5116,,v Bangladesh,21 Nov 2014,2,Chittagong,42.1,4.60,lost,194,,Zimbabwe
5117,,v Pakistan,24 Aug 2016,2,Southampton,34.3,5.62,won,194/3,,England
5118,,v New Zealand,16 Oct 2016,2,Dharamsala,33.1,5.84,won,194/4,,India
5119,,v Australia,27 Nov 1979,1,Sydney,49.3,3.89,lost,193,,West Indies
5120,,v India,11 Jan 1981,2,Melbourne,47.2,4.07,won,193/3,,Australia
5121,,v Pakistan,9 Jan 1982,2,Melbourne,49.0,3.93,lost,193,,Australia
5122,,v England,2 Jun 1982,1,Leeds,55.0,3.50,lost,193,,India
5123,,v Pakistan,31 Dec 1982,2,Lahore,27.0,7.14,won,193/4,,India
5124,,v Australia,9 Feb 1983,1,Sydney,49.0,3.93,lost,193/7,,New Zealand
5125,,v England,13 Jun 1983,1,Lord's,60.0,3.21,lost,193/8,,Pakistan
5126,,v Australia,5 Oct 1986,1,Ahmedabad,47.4,4.04,won,193,,India
